datetime,count
2011-02-26 20:00:00,59.64
2011-02-26 21:00:00,48.056
2011-02-26 22:00:00,48.128
2011-02-26 23:00:00,46.072
2011-02-27 00:00:00,38.048
2011-02-27 01:00:00,31.252
2011-02-27 02:00:00,22.064
2011-02-27 03:00:00,12.864
2011-02-27 04:00:00,4.92
2011-02-27 06:00:00,4.388
2011-02-27 07:00:00,13.864
2011-02-27 08:00:00,28.684
2011-02-27 09:00:00,45.172
2011-02-27 10:00:00,87.348
2011-02-27 11:00:00,119.152
2011-02-27 12:00:00,141.616
2011-02-27 13:00:00,159.156
2011-02-27 14:00:00,180.58
2011-02-27 15:00:00,213.08
2011-02-27 16:00:00,237.724
2011-02-27 17:00:00,119.676
2011-02-27 18:00:00,104.324
2011-02-27 19:00:00,76.732
2011-02-27 20:00:00,64.492
2011-02-27 21:00:00,60.252
2011-02-27 22:00:00,58.28
2011-02-27 23:00:00,36.944
2011-02-28 00:00:00,16.388
2011-02-28 01:00:00,4.032
2011-02-28 03:00:00,1.82
2011-02-28 05:00:00,8.808
2011-02-28 06:00:00,34.76
2011-02-28 07:00:00,103.796
2011-02-28 08:00:00,223.94
2011-02-28 09:00:00,137.768
2011-02-28 10:00:00,95.152
2011-02-28 11:00:00,121.996
2011-02-28 12:00:00,127.028
2011-02-28 13:00:00,86.776
2011-02-28 14:00:00,48.724
2011-02-28 15:00:00,47.136
2011-02-28 16:00:00,63.664
2011-02-28 17:00:00,155.948
2011-02-28 18:00:00,136.492
2011-02-28 19:00:00,110.868
2011-02-28 20:00:00,88.536
2011-02-28 21:00:00,62.896
2011-02-28 22:00:00,43.036
2011-02-28 23:00:00,28.196
2011-03-20 00:00:00,39.188
2011-03-20 01:00:00,37.164
2011-03-20 02:00:00,23.128
2011-03-20 03:00:00,13.628
2011-03-20 04:00:00,5.656
2011-03-20 05:00:00,5.804
2011-03-20 06:00:00,6.836
2011-03-20 07:00:00,23.784
2011-03-20 08:00:00,53.496
2011-03-20 09:00:00,78.756
2011-03-20 10:00:00,118.72
2011-03-20 11:00:00,135.988
2011-03-20 12:00:00,151.08
2011-03-20 13:00:00,154.18
2011-03-20 14:00:00,156.3
2011-03-20 15:00:00,161.092
2011-03-20 16:00:00,158.332
2011-03-20 17:00:00,154.616
2011-03-20 18:00:00,149.204
2011-03-20 19:00:00,109.084
2011-03-20 20:00:00,81.58
2011-03-20 21:00:00,62.788
2011-03-20 22:00:00,48.796
2011-03-20 23:00:00,32.32
2011-03-21 00:00:00,11.652
2011-03-21 01:00:00,6.072
2011-03-21 02:00:00,6.276
2011-03-21 03:00:00,3.056
2011-03-21 05:00:00,5.66
2011-03-21 06:00:00,37.84
2011-03-21 07:00:00,76.72
2011-03-21 08:00:00,233.828
2011-03-21 09:00:00,148.216
2011-03-21 10:00:00,73.612
2011-03-21 11:00:00,83.988
2011-03-21 12:00:00,93.428
2011-03-21 13:00:00,127.32
2011-03-21 14:00:00,126.244
2011-03-21 15:00:00,143.616
2011-03-21 16:00:00,167.256
2011-03-21 17:00:00,322.084
2011-03-21 18:00:00,280.972
2011-03-21 19:00:00,235.4
2011-03-21 20:00:00,174.088
2011-03-21 21:00:00,89.392
2011-03-21 22:00:00,85.24
2011-03-21 23:00:00,55.24
2011-03-22 00:00:00,30.224
2011-03-22 01:00:00,8.972
2011-03-22 02:00:00,8.064
2011-03-22 03:00:00,4.892
2011-03-22 04:00:00,4.028
2011-03-22 05:00:00,11.308
2011-03-22 06:00:00,41.636
2011-03-22 07:00:00,130.36
2011-03-22 08:00:00,255.708
2011-03-22 09:00:00,142.28
2011-03-22 10:00:00,114.844
2011-03-22 11:00:00,120.48
2011-03-22 12:00:00,147.716
2011-03-22 13:00:00,122.056
2011-03-22 14:00:00,120.56
2011-03-22 15:00:00,126.28
2011-03-22 16:00:00,165.556
2011-03-22 17:00:00,318.98
2011-03-22 18:00:00,291.092
2011-03-22 19:00:00,181.756
2011-03-22 20:00:00,127.876
2011-03-22 21:00:00,90.88
2011-03-22 22:00:00,70.088
2011-03-22 23:00:00,38.22
2011-03-23 00:00:00,14.6
2011-03-23 01:00:00,7.012
2011-03-23 02:00:00,4.712
2011-03-23 03:00:00,2.824
2011-03-23 05:00:00,7.584
2011-03-23 06:00:00,41.412
2011-03-23 07:00:00,113.412
2011-03-23 08:00:00,253.344
2011-03-23 09:00:00,154.176
2011-03-23 10:00:00,67.22
2011-03-23 11:00:00,61.892
2011-03-23 12:00:00,75.028
2011-03-23 13:00:00,71.272
2011-03-23 14:00:00,82.988
2011-03-23 15:00:00,85.14
2011-03-23 16:00:00,130.468
2011-03-23 17:00:00,218.016
2011-03-23 18:00:00,152.536
2011-03-23 19:00:00,113.144
2011-03-23 20:00:00,73.284
2011-03-23 21:00:00,58.424
2011-03-23 22:00:00,36.68
2011-03-23 23:00:00,38.768
2011-03-24 00:00:00,13.016
2011-03-24 01:00:00,6.512
2011-03-24 02:00:00,5.096
2011-03-24 03:00:00,2.496
2011-03-24 04:00:00,2.132
2011-03-24 05:00:00,6.18
2011-03-24 06:00:00,40.324
2011-03-24 07:00:00,68.628
2011-03-24 08:00:00,106.34
2011-03-24 09:00:00,147.668
2011-03-24 10:00:00,58.496
2011-03-24 11:00:00,67.844
2011-03-24 12:00:00,84.052
2011-03-24 13:00:00,89.78
2011-03-24 14:00:00,90.492
2011-03-24 15:00:00,83.552
2011-03-24 16:00:00,108.348
2011-03-24 17:00:00,209.156
2011-03-24 18:00:00,198.68
2011-03-24 19:00:00,117.172
2011-03-24 20:00:00,77.324
2011-03-24 21:00:00,58.768
2011-03-24 22:00:00,52.036
2011-03-24 23:00:00,35.764
2011-03-25 00:00:00,18.936
2011-03-25 01:00:00,5.072
2011-03-25 02:00:00,3.184
2011-03-25 03:00:00,2.408
2011-03-25 04:00:00,1.712
2011-03-25 05:00:00,7.984
2011-03-25 06:00:00,39.672
2011-03-25 07:00:00,104.108
2011-03-25 08:00:00,231.756
2011-03-25 09:00:00,143.512
2011-03-25 10:00:00,79.288
2011-03-25 11:00:00,82.508
2011-03-25 12:00:00,98.952
2011-03-25 13:00:00,95.032
2011-03-25 14:00:00,93.42
2011-03-25 15:00:00,93.312
2011-03-25 16:00:00,119.976
2011-03-25 17:00:00,231.204
2011-03-25 18:00:00,215.136
2011-03-25 19:00:00,126.208
2011-03-25 20:00:00,79.772
2011-03-25 21:00:00,64.26
2011-03-25 22:00:00,44.784
2011-03-25 23:00:00,32.308
2011-03-26 00:00:00,35.1
2011-03-26 01:00:00,29.336
2011-03-26 02:00:00,19.28
2011-03-26 03:00:00,9.132
2011-03-26 04:00:00,4.564
2011-03-26 05:00:00,4.1
2011-03-26 06:00:00,6.2
2011-03-26 07:00:00,36.952
2011-03-26 08:00:00,67.056
2011-03-26 09:00:00,91.812
2011-03-26 10:00:00,118.604
2011-03-26 11:00:00,136.36
2011-03-26 12:00:00,150.044
2011-03-26 13:00:00,163.808
2011-03-26 14:00:00,171.372
2011-03-26 15:00:00,174.6
2011-03-26 16:00:00,164.892
2011-03-26 17:00:00,154.88
2011-03-26 18:00:00,141.5
2011-03-26 19:00:00,101.624
2011-03-26 20:00:00,59.676
2011-03-26 21:00:00,54.632
2011-03-26 22:00:00,43.832
2011-03-26 23:00:00,35.896
2011-03-27 00:00:00,36.344
2011-03-27 01:00:00,26.704
2011-03-27 02:00:00,20.724
2011-03-27 03:00:00,13.252
2011-03-27 04:00:00,6.388
2011-03-27 06:00:00,5.496
2011-03-27 07:00:00,47.0
2011-03-27 08:00:00,50.608
2011-03-27 09:00:00,83.912
2011-03-27 10:00:00,103.132
2011-03-27 11:00:00,119.66
2011-03-27 12:00:00,131.648
2011-03-27 13:00:00,153.904
2011-03-27 14:00:00,158.62
2011-03-27 15:00:00,159.512
2011-03-27 16:00:00,165.296
2011-03-27 17:00:00,151.44
2011-03-27 18:00:00,128.392
2011-03-27 19:00:00,99.404
2011-03-27 20:00:00,52.18
2011-03-27 21:00:00,45.172
2011-03-27 22:00:00,45.224
2011-03-27 23:00:00,32.064
2011-03-28 00:00:00,10.464
2011-03-28 01:00:00,5.112
2011-03-28 02:00:00,2.972
2011-03-28 03:00:00,2.04
2011-03-28 05:00:00,6.864
2011-03-28 06:00:00,40.132
2011-03-28 07:00:00,104.432
2011-03-28 08:00:00,216.536
2011-03-28 09:00:00,141.976
2011-03-28 10:00:00,66.684
2011-03-28 11:00:00,67.444
2011-03-28 12:00:00,82.012
2011-03-28 13:00:00,88.328
2011-03-28 14:00:00,87.608
2011-03-28 15:00:00,90.272
2011-03-28 16:00:00,121.204
2011-03-28 17:00:00,239.604
2011-03-28 18:00:00,220.392
2011-03-28 19:00:00,134.468
2011-03-28 20:00:00,82.028
2011-03-28 21:00:00,67.808
2011-03-28 22:00:00,48.984
2011-03-28 23:00:00,30.268
2011-03-29 00:00:00,12.32
2011-03-29 01:00:00,2.936
2011-03-29 02:00:00,3.168
2011-03-29 03:00:00,3.18
2011-03-29 04:00:00,1.688
2011-03-29 05:00:00,6.392
2011-03-29 06:00:00,41.572
2011-03-29 07:00:00,105.96
2011-03-29 08:00:00,231.856
2011-03-29 09:00:00,136.032
2011-03-29 10:00:00,74.988
2011-03-29 11:00:00,76.448
2011-03-29 12:00:00,88.916
2011-03-29 13:00:00,85.808
2011-03-29 14:00:00,87.336
2011-03-29 15:00:00,92.864
2011-03-29 16:00:00,124.172
2011-03-29 17:00:00,237.944
2011-03-29 18:00:00,228.888
2011-03-29 19:00:00,149.996
2011-03-29 20:00:00,91.388
2011-03-29 21:00:00,80.82
2011-03-29 22:00:00,60.076
2011-03-29 23:00:00,30.788
2011-03-30 00:00:00,13.088
2011-03-30 01:00:00,7.372
2011-03-30 02:00:00,4.6
2011-03-30 03:00:00,3.444
2011-03-30 04:00:00,3.112
2011-03-30 05:00:00,7.088
2011-03-30 06:00:00,41.856
2011-03-30 07:00:00,126.632
2011-03-30 08:00:00,258.708
2011-03-30 09:00:00,154.232
2011-03-30 10:00:00,78.748
2011-03-30 11:00:00,79.088
2011-03-30 12:00:00,95.5
2011-03-30 13:00:00,91.712
2011-03-30 14:00:00,86.112
2011-03-30 15:00:00,61.212
2011-03-30 16:00:00,67.712
2011-03-30 17:00:00,145.38
2011-03-30 18:00:00,152.6
2011-03-30 19:00:00,98.988
2011-03-30 20:00:00,64.308
2011-03-30 21:00:00,62.476
2011-03-30 22:00:00,38.892
2011-03-30 23:00:00,35.784
2011-03-31 00:00:00,8.968
2011-03-31 01:00:00,4.644
2011-03-31 02:00:00,3.664
2011-03-31 03:00:00,2.808
2011-03-31 04:00:00,2.512
2011-03-31 05:00:00,5.364
2011-03-31 06:00:00,30.576
2011-03-31 07:00:00,79.616
2011-03-31 08:00:00,195.632
2011-03-31 09:00:00,100.576
2011-03-31 10:00:00,48.592
2011-03-31 11:00:00,51.248
2011-03-31 12:00:00,56.956
2011-03-31 13:00:00,63.244
2011-03-31 14:00:00,62.592
2011-03-31 15:00:00,44.612
2011-03-31 16:00:00,89.008
2011-03-31 17:00:00,186.936
2011-03-31 18:00:00,173.648
2011-03-31 19:00:00,115.156
2011-03-31 20:00:00,63.728
2011-03-31 21:00:00,59.108
2011-03-31 22:00:00,37.632
2011-03-31 23:00:00,37.592
2011-04-20 00:00:00,38.1
2011-04-20 01:00:00,7.976
2011-04-20 02:00:00,6.316
2011-04-20 03:00:00,4.12
2011-04-20 04:00:00,3.864
2011-04-20 05:00:00,10.596
2011-04-20 06:00:00,45.936
2011-04-20 07:00:00,142.724
2011-04-20 08:00:00,318.396
2011-04-20 09:00:00,159.54
2011-04-20 10:00:00,138.444
2011-04-20 11:00:00,141.488
2011-04-20 12:00:00,142.692
2011-04-20 13:00:00,141.352
2011-04-20 14:00:00,135.908
2011-04-20 15:00:00,137.208
2011-04-20 16:00:00,198.068
2011-04-20 17:00:00,370.472
2011-04-20 18:00:00,362.212
2011-04-20 19:00:00,289.576
2011-04-20 20:00:00,210.86
2011-04-20 21:00:00,149.728
2011-04-20 22:00:00,104.988
2011-04-20 23:00:00,62.748
2011-04-21 00:00:00,34.308
2011-04-21 01:00:00,15.008
2011-04-21 02:00:00,11.176
2011-04-21 03:00:00,4.876
2011-04-21 04:00:00,5.272
2011-04-21 05:00:00,6.796
2011-04-21 06:00:00,51.024
2011-04-21 07:00:00,139.168
2011-04-21 08:00:00,266.104
2011-04-21 09:00:00,163.748
2011-04-21 10:00:00,100.64
2011-04-21 11:00:00,131.12
2011-04-21 12:00:00,153.068
2011-04-21 13:00:00,139.796
2011-04-21 14:00:00,123.112
2011-04-21 15:00:00,126.348
2011-04-21 16:00:00,166.6
2011-04-21 17:00:00,340.464
2011-04-21 18:00:00,324.212
2011-04-21 19:00:00,220.956
2011-04-21 20:00:00,175.008
2011-04-21 21:00:00,121.008
2011-04-21 22:00:00,99.044
2011-04-21 23:00:00,44.596
2011-04-22 00:00:00,29.548
2011-04-22 01:00:00,22.856
2011-04-22 02:00:00,8.932
2011-04-22 03:00:00,6.536
2011-04-22 04:00:00,4.532
2011-04-22 05:00:00,7.164
2011-04-22 06:00:00,43.9
2011-04-22 07:00:00,123.56
2011-04-22 08:00:00,268.26
2011-04-22 09:00:00,130.472
2011-04-22 10:00:00,88.484
2011-04-22 11:00:00,76.688
2011-04-22 12:00:00,85.904
2011-04-22 13:00:00,55.536
2011-04-22 14:00:00,40.564
2011-04-22 15:00:00,58.66
2011-04-22 16:00:00,79.812
2011-04-22 17:00:00,140.016
2011-04-22 18:00:00,104.756
2011-04-22 19:00:00,80.012
2011-04-22 20:00:00,76.62
2011-04-22 21:00:00,62.184
2011-04-22 22:00:00,50.824
2011-04-22 23:00:00,43.956
2011-04-23 00:00:00,32.08
2011-04-23 01:00:00,22.124
2011-04-23 02:00:00,19.276
2011-04-23 03:00:00,14.08
2011-04-23 04:00:00,7.168
2011-04-23 05:00:00,8.18
